skill_id,hero_id,slot,source_technique_id,name_en,name_vi,channel,kind,tags,explicitness,status,research_note
hvs-might-guy-base-skill-1,might-guy-base,SKILL_1,taijutsu-combo,Taijutsu Combo,Taijutsu Combo,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/taijutsu-combo; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-might-guy-base-skill-2,might-guy-base,SKILL_2,eight-gates,Eight Gates,Eight Gates,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/eight-gates; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-might-guy-base-ultimate,might-guy-base,ULTIMATE,night-guy,Night Guy,Night Guy,PHYSICAL,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/night-guy; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-might-guy-base-passive,might-guy-base,PASSIVE,passive-will-of-fire,Passive Will Of Fire,Passive Will Of Fire,CHAKRA,PASSIVE,fire|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/passive-will-of-fire; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-minato-edo-basic,minato-edo,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-minato-edo-skill-1,minato-edo,SKILL_1,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-minato-edo-skill-2,minato-edo,SKILL_2,kunai-volley,Kunai Volley,Kunai Volley,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/kunai-volley; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-minato-edo-ultimate,minato-edo,ULTIMATE,taijutsu-combo,Taijutsu Combo,Taijutsu Combo,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/taijutsu-combo; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-minato-edo-passive,minato-edo,PASSIVE,passive-will-of-fire,Passive Will Of Fire,Passive Will Of Fire,CHAKRA,PASSIVE,fire|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/passive-will-of-fire; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-minato-jonin-basic,minato-jonin,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-minato-jonin-skill-1,minato-jonin,SKILL_1,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-minato-jonin-skill-2,minato-jonin,SKILL_2,kunai-volley,Kunai Volley,Kunai Volley,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/kunai-volley; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-minato-jonin-ultimate,minato-jonin,ULTIMATE,taijutsu-combo,Taijutsu Combo,Taijutsu Combo,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/taijutsu-combo; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-minato-jonin-passive,minato-jonin,PASSIVE,passive-will-of-fire,Passive Will Of Fire,Passive Will Of Fire,CHAKRA,PASSIVE,fire|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/passive-will-of-fire; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-misumi-tsurugi-core-basic,misumi-tsurugi-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-misumi-tsurugi-core-skill-1,misumi-tsurugi-core,SKILL_1,flute-genjutsu,Flute Genjutsu,Flute Genjutsu,CHAKRA,ACTIVE,genjutsu,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/flute-genjutsu; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-misumi-tsurugi-core-skill-2,misumi-tsurugi-core,SKILL_2,sound-wave,Sound Wave,Sound Wave,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/sound-wave; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-misumi-tsurugi-core-ultimate,misumi-tsurugi-core,ULTIMATE,demon-flute-phantoms,Demon Flute Phantoms,Demon Flute Phantoms,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/demon-flute-phantoms; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-misumi-tsurugi-core-passive,misumi-tsurugi-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mito-uzumaki-core-basic,mito-uzumaki-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mito-uzumaki-core-skill-1,mito-uzumaki-core,SKILL_1,tailed-cloak,Tailed Cloak,Tailed Cloak,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/tailed-cloak; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mito-uzumaki-core-skill-2,mito-uzumaki-core,SKILL_2,kurama-claw,Kurama Claw,Kurama Claw,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/kurama-claw; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mito-uzumaki-core-ultimate,mito-uzumaki-core,ULTIMATE,tailed-beast-bomb,Tailed Beast Bomb,Tailed Beast Bomb,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/tailed-beast-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mito-uzumaki-core-passive,mito-uzumaki-core,PASSIVE,passive-jinchuriki,Passive Jinchuriki,Passive Jinchuriki,CHAKRA,PASSIVE,jinchuriki|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/passive-jinchuriki; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mizuki-core-basic,mizuki-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mizuki-core-skill-1,mizuki-core,SKILL_1,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mizuki-core-skill-2,mizuki-core,SKILL_2,kunai-volley,Kunai Volley,Kunai Volley,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/kunai-volley; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mizuki-core-ultimate,mizuki-core,ULTIMATE,taijutsu-combo,Taijutsu Combo,Taijutsu Combo,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/taijutsu-combo; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mizuki-core-passive,mizuki-core,PASSIVE,passive-will-of-fire,Passive Will Of Fire,Passive Will Of Fire,CHAKRA,PASSIVE,fire|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from taijutsu/passive-will-of-fire; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-moegi-kazamatsuri-core-basic,moegi-kazamatsuri-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-moegi-kazamatsuri-core-skill-1,moegi-kazamatsuri-core,SKILL_1,earth-wall,Earth Wall,Earth Wall,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-wall; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-moegi-kazamatsuri-core-skill-2,moegi-kazamatsuri-core,SKILL_2,earth-pillar,Earth Pillar,Earth Pillar,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-pillar; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-moegi-kazamatsuri-core-ultimate,moegi-kazamatsuri-core,ULTIMATE,earth-quake,Earth Quake,Earth Quake,CHAKRA,ULTIMATE,earth|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-quake; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-moegi-kazamatsuri-core-passive,moegi-kazamatsuri-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-motoi-core-basic,motoi-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-motoi-core-skill-1,motoi-core,SKILL_1,tailed-cloak,Tailed Cloak,Tailed Cloak,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/tailed-cloak; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-motoi-core-skill-2,motoi-core,SKILL_2,kurama-claw,Kurama Claw,Kurama Claw,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/kurama-claw; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-motoi-core-ultimate,motoi-core,ULTIMATE,tailed-beast-bomb,Tailed Beast Bomb,Tailed Beast Bomb,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/tailed-beast-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-motoi-core-passive,motoi-core,PASSIVE,passive-jinchuriki,Passive Jinchuriki,Passive Jinchuriki,CHAKRA,PASSIVE,jinchuriki|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/passive-jinchuriki; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mu-core-basic,mu-core,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from particle/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mu-core-skill-1,mu-core,SKILL_1,earth-pillar,Earth Pillar,Earth Pillar,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from particle/earth-pillar; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mu-core-skill-2,mu-core,SKILL_2,weight-control,Weight Control,Weight Control,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from particle/weight-control; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mu-core-ultimate,mu-core,ULTIMATE,dust-release,Dust Release,Dust Release,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from particle/dust-release; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mu-core-passive,mu-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from particle/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mubi-core-basic,mubi-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mubi-core-skill-1,mubi-core,SKILL_1,water-dragon,Water Dragon,Water Dragon,CHAKRA,ACTIVE,water,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mubi-core-skill-2,mubi-core,SKILL_2,mist-assassination,Mist Assassination,Mist Assassination,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/mist-assassination; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mubi-core-ultimate,mubi-core,ULTIMATE,water-shark-bomb,Water Shark Bomb,Water Shark Bomb,CHAKRA,ULTIMATE,water|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-shark-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mubi-core-passive,mubi-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mukade-base-basic,mukade-base,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from puppet/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mukade-base-skill-1,mukade-base,SKILL_1,puppet-needles,Puppet Needles,Puppet Needles,PHYSICAL,ACTIVE,puppet,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from puppet/puppet-needles; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mukade-base-skill-2,mukade-base,SKILL_2,poison-cloud,Poison Cloud,Poison Cloud,CHAKRA,ACTIVE,poison,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from puppet/poison-cloud; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mukade-base-ultimate,mukade-base,ULTIMATE,hundred-puppets,Hundred Puppets,Hundred Puppets,CHAKRA,ULTIMATE,puppet|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from puppet/hundred-puppets; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-mukade-base-passive,mukade-base,PASSIVE,passive-puppet,Passive Puppet,Passive Puppet,CHAKRA,PASSIVE,puppet|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from puppet/passive-puppet; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-nagato-core-basic,nagato-core,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from rinnegan/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-nagato-core-skill-1,nagato-core,SKILL_1,almighty-push,Almighty Push,Almighty Push,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from rinnegan/almighty-push; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-nagato-core-skill-2,nagato-core,SKILL_2,universal-pull,Universal Pull,Universal Pull,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from rinnegan/universal-pull; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-nagato-core-ultimate,nagato-core,ULTIMATE,planetary-devastation,Planetary Devastation,Planetary Devastation,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from rinnegan/planetary-devastation; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-nagato-core-passive,nagato-core,PASSIVE,passive-rinnegan,Passive Rinnegan,Passive Rinnegan,CHAKRA,PASSIVE,rinne|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from rinnegan/passive-rinnegan; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-naruto-genin-basic,naruto-genin,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from naruto/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-naruto-genin-skill-1,naruto-genin,SKILL_1,shadow-clone-rush,Shadow Clone Rush,Shadow Clone Rush,CHAKRA,ACTIVE,shadow,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from naruto/shadow-clone-rush; M47 must tune version-specific mechanics and evidence before final canon parity.
